Kode Pangan,Nama Pangan,Lemak,Karbohidrat,Serat,Natrium,Kalium,Keterangan,link
CP020,Bungkil biji karet,3.3,50,0,0,0,"Bungkil biji karet adalah hasil samping dari proses ekstraksi minyak karet dari biji karet. Setelah minyak karet diekstraksi, yang tersisa adalah bungkil biji karet. Bungkil biji karet umumnya digunakan sebagai pakan ternak karena memiliki kandungan protein yang tinggi.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP021,Bungkil kacang tanah,13,30.5,0,0,0,"Bungkil kacang tanah adalah produk samping dari proses ekstraksi minyak kacang tanah. Setelah minyak kacang tanah diekstraksi, yang tersisa adalah bungkil kacang tanah. Bungkil kacang tanah juga digunakan sebagai pakan ternak karena mengandung protein dan serat yang bermanfaat.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP022,Bungkil kelapa,15,40,0,0,0,"Bungkil kelapa adalah produk samping dari pengolahan kelapa untuk menghasilkan minyak kelapa. Setelah minyak kelapa diekstraksi, yang tersisa adalah bungkil kelapa. Bungkil kelapa dapat digunakan sebagai pakan ternak karena mengandung serat, protein, dan lemak.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP023,Dodol banjarmasin,8.6,70,0.5,0.48,0.96,"Dodol Banjarmasin adalah makanan tradisional dari Banjarmasin, Kalimantan Selatan. Dodol ini terbuat dari bahan dasar seperti ketan, gula kelapa, dan santan. Dodol Banjarmasin memiliki tekstur kenyal dan manis, sering kali dihidangkan sebagai makanan penutup.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP024,Emping (kerupuk melinjo),1.5,71.5,0,0,0,"Emping adalah kerupuk yang terbuat dari biji melinjo yang diiris tipis, kemudian dikeringkan dan digoreng hingga menjadi renyah. Emping memiliki rasa gurih dan sering disajikan sebagai camilan atau pendamping hidangan.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP025,Emping komak,4.6,60.7,0,0.24,12.33,Emping Komak adalah kerupuk tradisional dari Jawa Tengah yang terbuat dari tepung beras dan kelapa parut. Emping Komak memiliki tekstur yang renyah dan rasa yang gurih.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP026,Enting-enting gepuk hello kity,30.3,52.6,0.2,0,0,Enting-enting Gepuk Hello Kitty adalah camilan yang terbuat dari daging sapi yang diolah dengan bumbu rempah khas dan digepuk hingga empuk. Camilan ini memiliki bentuk seperti Hello Kitty dan memiliki rasa gurih yang khas.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP027,Enting-enting gepuk kacang tanah,29.2,52,0.2,0,0,Enting-enting Gepuk Kacang Tanah adalah camilan yang terbuat dari daging sapi yang diolah dengan bumbu rempah dan dicampur dengan kacang tanah yang digepuk hingga empuk. Camilan ini memiliki rasa gurih dan renyah.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP028,Enting-enting wijen,38.4,36.8,1.9,0,0,Enting-enting Wijen adalah camilan yang terbuat dari daging sapi yang diolah dengan bumbu rempah dan dicampur dengan wijen. Camilan ini memiliki rasa gurih dan renyah.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP029,Geplak,14.4,53.6,1.8,0,0,"Geplak adalah makanan tradisional dari Jawa Tengah yang terbuat dari campuran kelapa parut, gula merah, dan bahan-bahan lain seperti tepung ketan atau tepung beras. Geplak memiliki tekstur yang kenyal dan rasa yang manis.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP030,Geplak jahe,24.4,57.7,3.3,0,0,"Geplak Jahe adalah makanan tradisional dari Jawa Tengah yang terbuat dari campuran kelapa parut, gula merah, dan jahe. Geplak Jahe memiliki rasa manis dengan sentuhan rasa jahe yang hangat.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP031,Kacang Atom,38.1,28.8,2.5,0,0,"Kacang atom adalah kacang tanah yang diolah khusus menjadi bentuk kecil seperti butiran atau ""atom"". Biasanya digunakan sebagai camilan atau sebagai bahan dalam hidangan seperti keripik kacang atau campuran trail mix.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP032,Kacang goyang,31.1,44.4,0,0.02,3.65,"Kacang goyang adalah camilan tradisional Indonesia. Kacang ini biasanya terbuat dari kacang tanah yang digoreng dengan bumbu khusus hingga renyah. Nama ""goyang"" merujuk pada cara menggoyangkan kacang dalam wajan saat proses penggorengan untuk mendapatkan tekstur yang renyah.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP034,Kacang sukro,26.1,57.7,1.8,0,0,"Kacang Sukro adalah makanan ringan kacang bersalut, diolah dari kacang pilihan yang dibalut dengan campuran tepung dan rempah rempah asli khas Indonesia, dan dikombinasikan dengan macam macam rasa yang unik.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP035,Kacang Tanah Sari,43.8,26,2.2,0,0,Kacang Tanah Sari merupakan produk kacang yang cocok Anda gunakan untuk beragam olahan makanan di rumah.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP036,Keju kacang tanah (peanut butter),49,20.9,1.6,3.55,4.924,"Keju kacang tanah, atau lebih dikenal sebagai peanut butter, adalah pasta yang terbuat dari kacang tanah yang digiling halus. Peanut butter sering digunakan sebagai selai untuk roti atau sebagai bahan dalam kue dan makanan penutup.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP037,Kembang tahu,13.8,23.3,0,0.55,4.553,Kembang tahu adalah hidangan yang terbuat dari tahu yang digoreng hingga renyah dan disajikan dengan saus kacang atau saus pedas. Hidangan ini sering ditemukan di Indonesia dan Malaysia.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP038,Kembang Tahu Rebus,4,4.7,0,0,0,Kembang tahu rebus adalah tahu yang direbus dalam air hingga matang. Biasanya disajikan dengan kuah atau saus sebagai hidangan sup tahu.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP039,Keripik oncom,43.8,42.6,3.3,0,0,"Keripik oncom adalah camilan yang terbuat dari oncom, yaitu makanan hasil fermentasi biji kedelai atau biji bungkil kacang tanah. Oncom diolah menjadi adonan yang kemudian digoreng hingga renyah. Keripik oncom biasanya memiliki rasa gurih dan sering diberi bumbu rempah-rempah.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP040,Keripik tempe,40.6,41.7,2.2,0,0,Keripik tempe adalah camilan yang terbuat dari tempe yang diiris tipis dan digoreng hingga renyah. Keripik tempe biasanya memiliki rasa gurih dan sering diberi bumbu rempah-rempah untuk meningkatkan cita rasanya.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP041,Keripik tempe abadi besar,37.1,39.8,3.5,0,0,Keripik tempe abadi besar adalah varian keripik tempe yang memiliki ukuran irisan yang lebih besar dibandingkan dengan keripik tempe biasa. Keripik tempe abadi besar juga memiliki rasa gurih dan biasanya diberi bumbu khusus.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP042,Keripik tempe abadi murni,42.4,11.6,2.2,0,0,"Keripik tempe abadi murni adalah varian keripik tempe yang tidak diberi bumbu tambahan. Keripik ini memiliki rasa gurih alami daritempe itu sendiri. Biasanya, keripik tempe abadi murni memiliki tekstur yang renyah dan rasa yang gurih.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP043,Keripik tempe abadi sedang,27.9,52.4,3.6,0,0,Keripik tempe abadi sedang adalah varian keripik tempe yang memiliki ukuran irisan sedang. Keripik tempe ini juga memiliki rasa gurih dan sering diberi bumbu khusus untuk memberikan variasi rasa.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP044,Keripik tempe abadi telur,31.7,40.2,3,0,0,Keripik tempe abadi telur adalah varian keripik tempe yang diberi tambahan telur dalam proses pembuatannya. Telur dapat memberikan rasa yang lebih kaya dan tekstur yang lebih lezat pada keripik tempe ini.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP045,Kerupik tempe abadi prima,33.9,42,2.2,0,0,"Kerupuk tempe abadi prima adalah varian kerupuk tempe yang berasal dari merek atau produsen dengan nama ""Abadi Prima"". Kerupuk tempe ini memiliki tekstur yang renyah dan rasa gurih yang khas.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP046,Kwaci,42.1,13.8,13.6,1.24,4.486,"Kwaci adalah biji wijen kecil yang digoreng. Kwaci sering digunakan sebagai taburan atau campuran dalam kue-kue, makanan penutup, atau camilan untuk memberikan rasa gurih dan tekstur renyah.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP047,Melinjo emping tebal goreng manis,16.4,65.7,0,0,0,Emping melinjo adalah makanan ringan yang terbuat dari biji melinjo yang diolah menjadi keripik. Emping melinjo tebal yang digoreng manis memiliki rasa manis gurih dan tekstur yang renyah. Emping melinjo sering disajikan sebagai camilan atau sebagai hidangan pendamping.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP048,"Melinjo emping tebal, goreng asin",16.2,63,0,0,0,Emping melinjo tebal yang digoreng asin memiliki rasa gurih asin yang khas. Emping melinjo sering disajikan sebagai camilan atau hidangan pendamping.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP049,Melinjo emping tipis goreng,24.5,59.1,0,0,0,Emping melinjo tipis adalah makanan ringan yang terbuat dari biji melinjo yang diolah menjadi keripik tipis. Emping melinjo tipis yang digoreng memiliki rasa gurih dan tekstur yang renyah. Emping melinjo sering disajikan sebagai camilan atau hidangan pendamping.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP050,Moon tahu,10,1.3,0.2,3.93,0,"Mun tahu adalah hidangan etnis Tionghoa-Indonesia berbahan tahu sutera yang direbus menggunakan saus putih kental gurih, kemudian dicampur dengan daging ayam cincang dan udang",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP051,Oncom,6,22.6,0,0,0,"Oncom adalah sejenis makanan tradisional Indonesia yang terbuat dari fermentasi biji kacang atau biji kedelai. Oncom memiliki cita rasa yang unik dan tekstur yang agak renyah. Biasanya, oncom digunakan sebagai bahan tambahan dalam hidangan seperti sayur, tumis, atau sambal.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP052,Oncom ampas kacang hijau,6,65.7,12.3,0,0,Oncom ampas kacang hijau adalah variasi oncom yang dibuat dengan menggunakan ampas kacang hijau yang dihasilkan dari proses pembuatan tahu atau tempe. Oncom ampas kacang hijau memiliki rasa yang gurih dan tekstur yang agak renyah.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP053,Oncom kacang hijau + singkong,5.3,65.9,9,0,0,"Oncom kacang hijau + singkong adalah hidangan yang terbuat dari campuran oncom, kacang hijau, dan singkong. Bahan-bahan tersebut diolah dan dimasak dengan bumbu-bumbu sehingga menghasilkan hidangan yang gurih dan lezat.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP054,Oncom kacang tanah pepes,3.8,13.7,3.1,0,0,Oncom kacang tanah pepes adalah hidangan yang terbuat dari oncom yang dibungkus dengan daun pisang dan kemudian dipanggang atau dikukus. Oncom kacang tanah pepes memiliki aroma yang harum dan rasa yang enak.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP055,Rempeyek kacang tanah,32.5,44.3,1.7,0,0,"Rempeyek kacang tanah adalah makanan ringan yang terbuat dari adonan tepung beras yang dicampur dengan kacang tanah, kemudian digoreng hingga renyah. Rempeyek kacang tanah memiliki rasa gurih dan renyah.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP056,Rempeyek kacang tolo,20.2,59.7,1.8,0,0,Rempeyek kacang tolo adalah makanan ringan yang terbuat dari adonan tepung beras yang dicampur dengan,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP057,Rempeyek kacang uci,27.6,50.8,2.4,0,0,Rempeyek kacang uci adalah makanan ringan yang terbuat dari adonan tepung beras yang dicampur dengan kacang uci (kacang hijau). Kemudian adonan tersebut digoreng hingga renyah. Rempeyek kacang uci memiliki rasa gurih dan renyah.,https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP058,Sayur Lebui,0.6,12.5,5.7,1.24,1.46,"Sayur Lebui adalah hidangan sayuran khas Batak Toba, Sumatera Utara, Indonesia. Hidangan ini terdiri dari campuran sayuran seperti daun singkong, daun pepaya, daun melinjo, dan kacang panjang yang dimasak dalam kuah santan yang kental. Bumbu-bumbu yang umum digunakan dalam Sayur Lebui antara lain bawang merah, bawang putih, cabai, serai, dan kunyit. Sayur Lebui biasanya disajikan dengan nasi sebagai hidangan utama.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP059,"Saridele, bubuk",20,43,6.2,0.56,25.723,"Saridele bubuk adalah bumbu atau rempah yang digunakan dalam masakan untuk memberikan aroma dan rasa khas. Saridele bubuk biasanya terbuat dari campuran rempah seperti merica, kayu manis, cengkih, dan bumbu-bumbu lainnya. Bubuk saridele digunakan dalam berbagai hidangan, seperti gulai, rendang, atau masakan berkuah.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP060,Susu kedelai,2.5,5,0.2,1.28,2.879,"Susu kedelai adalah minuman yang terbuat dari kedelai yang direndam, digiling, dan disaring. Susu kedelai biasanya digunakan sebagai alternatif bagi mereka yang tidak dapat atau tidak ingin mengonsumsi produk susu sapi. Susu kedelai kaya akan protein nabati, rendah lemak jenuh, dan tidak mengandung laktosa. Ia sering digunakan sebagai pengganti susu dalam minuman atau makanan.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP061,Tahu,4.7,0.8,0.1,0.02,0.506,"Tahu adalah makanan yang terbuat dari kedelai. Kedelai direndam, digiling, dan disaring untuk menghasilkan susu kedelai. Kemudian, susu kedelai dipanaskan dan dicampur dengan koagulan seperti cuka atau air kapur sirih untuk membentuk tahu. Tahu memiliki tekstur yang lembut dan biasanya digunakan dalam berbagai hidangan, baik digoreng, direbus, maupun ditumis.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP062,Tahu goreng,8.5,2.5,0.1,0.07,0.682,"Tahu goreng adalah hidangan tahu yang digoreng dalam minyak panas hingga berwarna kecokelatan dan renyah di luar. Tahu goreng sering disajikan dengan saus kacang, saus sambal, atau saus kecap sebagai camilan atau lauk pendamping nasi.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP063,Tahu telur,19.9,24.6,0.4,7.55,0,"Tahu telur adalah hidangan yang terdiri dari tahu yang digoreng bersama dengan telur. Tahu telur biasanya dimasak dengan tambahan bahan seperti taoge (kecambah), bawang hijau, udang, dan rempah-rempah. Hidangan ini sering disajikan dengan nasi putih dan saus kacang atau sambal sebagai makanan utama.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP064,Takwa,8.5,4,0,0.03,0.79,"Tahu Kuning atau dikenal dengan sebutan Tahu Takwa adalah tahu yang berwarna kuning, yang disebabkan karena air rendaman tahu diberi kunyit atau pewarna sintesis. Tahu kuning merupakan makanan khas Kota Kediri, karena sentra pembuatannya banyak dijumpai di Kediri",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP065,Tauco,5.5,22.2,1.9,17.66,2.33,"Tauco adalah bumbu fermentasi yang berasal dari fermentasi kedelai. Bumbu ini umumnya terdiri dari biji kedelai yang difermentasi dengan tambahan garam dan air. Tauco memiliki rasa yang asin, gurih, dan sedikit manis.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP066,"Tauco cap beruang, cake",5.2,67.6,3.2,0,0,"Tauco Cap Beruang adalah merek atau jenis tauco yang diproduksi oleh perusahaan Cap Beruang. Tauco Cap Beruang memiliki karakteristik dan rasa yang khas. Namun, saya tidak memiliki informasi spesifik tentang ""Tauco Cap Beruang, Cake"". Mungkin ini adalah varian atau penggunaan tauco dalam pembuatan kue yang spesifik untuk daerah atau resep tertentu yang belum saya ketahui. Jika Anda memiliki informasi lebih lanjut, saya akan senang membantu.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP067,"Tauco cap DAS, cake",4.3,70.4,3.1,0,0,"Tauco Cap DAS adalah merek atau jenis tauco yang diproduksi oleh perusahaan Cap DAS. Tauco Cap DAS juga memiliki ciri khas dan rasa yang khas. Namun, saya tidak memiliki informasi spesifik tentang ""Tauco Cap DAS, Cake"". Mungkin ini adalah varian atau penggunaan tauco dalam pembuatan kue yang spesifik untuk daerah atau resep tertentu yang belum saya ketahui. Jika Anda memiliki informasi lebih lanjut, silakan beri tahu saya.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP068,Tauco cap meong,4.9,21.3,1.6,15.47,2.041,"Tauco Cap Meong adalah merek atau jenis tauco yang mungkin dikenal di daerah tertentu. Namun, saya tidak memiliki informasi spesifik tentang karakteristik atau rasa Tauco Cap Meong. Tauco umumnya digunakan sebagai bumbu dalam masakan dan merupakan bumbu fermentasi yang terbuat dari kedelai.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP070,Tempe bongkrek,3.5,18.3,0,0,0,"Tempe bongkrek adalah variasi tempe yang khas dari daerah Jawa Tengah, Indonesia. Tempe bongkrek dibuat dengan cara mengolah biji bongkrek (sejenis kelapa) menjadi tempe. Tempe bongkrek memiliki aroma dan rasa yang unik, tetapi perlu diingat bahwa konsumsi tempe bongkrek harus dilakukan dengan hati-hati karena adanya potensi racun pada biji bongkrek tersebut.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP071,Tempe gembus P3G,1.3,10.3,4.2,0,0,"Tempe gembus P3G adalah produk tempe yang diproduksi oleh Pusat Penelitian dan Pengembangan Peternakan, Pangan, dan Agroteknologi (P3G). Informasi spesifik mengenai karakteristik dan cara pembuatan tempe gembus P3G tidak tersedia pada basis pengetahuan saya yang terakhir diperbarui pada September 2021. Mungkin ada inovasi baru dalam pembuatan tempe tersebut setelah tanggal pembaruan tersebut.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP072,Tempe Gembus Yogya,0.7,10.6,5.3,0,0,"Tempe gembus Yogya adalah variasi tempe yang berasal dari Yogyakarta, Indonesia. Tempe gembus memiliki tekstur yang lebih lunak dan lembut dibandingkan dengan tempe biasa. Biasanya, tempe gembus digunakan sebagai bahan dalam hidangan seperti tumis, sambal, atau campuran dalam nasi goreng.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP073,Tempe kacang babi,0.8,21.9,1.8,0,0,"Tempe kacang babi adalah hidangan yang terbuat dari tempe yang dicampur dengan kacang babi. Kacang babi adalah kacang hijau yang dikupas kulitnya dan direbus hingga empuk. Kemudian, kacang babi dicampur dengan tempe dan bumbu-bumbu lain sesuai selera, seperti bawang putih, cabai, dan kecap. Tempe kacang babi biasanya digoreng atau ditumis sebelum disajikan.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
CP074,Tempe kacang belimbing,10,12.9,2.9,0,0,"Tempe kacang belimbing adalah hidangan tempe yang terbuat dari biji kacang belimbing yang telah direndam dan difermentasi. Biji kacang belimbing direbus hingga empuk, kemudian dicampur dengan tempe dan bumbu-bumbu seperti cabai, bawang putih, dan garam. Hidangan ini biasanya digoreng atau ditumis sebelum disajikan.",https://www.wowkeren.com/display/images/photo/2020/04/29/00308533_8.jpg
